id,label,tweet
6540,1,thus bitch looks just like lindsay lohan she gets down just like lindsay lohan detroitgirls & 128525 & 128103 & 128103 & 10084 & 10084 & 10084
6541,2,<username> <username> dont trash jerseyodds areyou wouldnt last 10 minutes around here go back to watching barney
6542,2,rt <username> oreo drumstick <url>
6543,0,<username> whooooo chelsey fuck her lol she juss a bitch
6544,2,rt <username> charlie baker
6545,2,rt <username> okay okay but trans birds
6546,2,rt <username> soup is so much better when you have enough crackers to crumble in it to make it into a casserole
6547,0,<username> fag
6548,2,ill let u clam on top and let dat nookie pop im in dat cookie jar i aint no rookie girllll
6549,2,<username> its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy
6550,1,breakup anthem & 128680 & 128680 & 128680we threw shidd lemme just fall back pick up my side hoes cuz i stayed in contact & 128526 <url>
6551,1,these lil hoes sitting across da way too fuckin loud like damn hoe your sittin less than 2 feet from each other shut the hell up
6552,1,rt <username> roses & 127801are red violets are blue you aint gonna know when yo bitch tops the crew & 128175
6553,2,if temple beats rutgers today i will be a happy clam
6554,1,rt <username> <username> <username> since we on the subject she used to always ask to to see my dick via dm fck dat rat face hoe b
6555,0,the nations know who we are but we rather be real niggers & amp bad bitches <url>
6556,2,& 8220 <username> if you used the obamacare website you should definitely change your password <url> hahahahahah thats sad boon
6557,1,i aint got no pussy or weed im on that bitch suck my dick diet
6558,2,<username> i dont understand it theres trash cansdumpsters everywhere and if theres not just wait till you go somewhere with one
6559,2,<username> should be going to free birds anyways
6560,2,yellow jackets at gas station trash cans are the worst
6561,1,rt <username> wet pussy with no smell a mf
6562,2,<username> i liked the day a bird got in your classroom
6563,2,rt <username> rt if youre on the slope to 30 and still feel 17
6564,1,moving is always a bitch im excited for dallas though
6565,0,rt <username> <username> <username> <username> get fucked you racist inbred hillbilly fuck
6566,2,rt <username> fake friends are no different than shadows they stick around during your brightest moments but disappear during your darkest ho & 8230
6567,1,im sick of niggas lying im sick of bitches hawking matter of fact im sick of talking rip big <url>
6568,2,i done been to the top i done sipped the juice and with that being said bird crumbs will never do
6569,1,yup rt <username> then she got aids and died rt <username> jenny was a bitch forestgump
6570,0,fuck ray rice someone crack that bitch
6571,2,dis nicca <username> went in on dat i keep tryin
6572,1,then yall idolize kanye when he wifed up a hoe lol
6573,1,no time for bitch niggas
6574,2,<username> just watched your video good stuff thought id let you in on the new boss boon says old character but will be surprise its argus
6575,2,rt <username> 150 christians massacred by jihadi muslims while they slept including pastor his wife & amp kids <url>
6576,0,i be waking up on some new shit like fuck that bitch shit
6577,2,<username> you should make me brownies
6578,2,<username> do yourself a favor and ball that up and throw in the trash
6579,2,you wanna find hoes on here just follow the chicks who reply with heart eyes under sex gifs
6580,0,rt <username> stop flattering yourself bitch the only fan you have is on your ceiling
6581,2,& 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 grand opening & 9733 @ & 9733 @ & 9733 @ & 9733 @ & 9733 top class & 9733 oriental massage & 9733 perfect & 9733 <url>
6582,2,rt <username> 3d bird & amp feather drawing <url>
6583,2,all i wants is to represent da life o da colored man
6584,1,rt <username> dese hoes be actin up
6585,1,i already know im about to buy so many bitches drinks tonight that ill never fuck but lifes all about hits and misses gotta take chances
6586,2,rt <username> mustwatch bill maher schools pbs host charlie rose over islams illiberal beliefs <url>
6587,2,<username> took uber yesterday advertised as 20 % & lt ny taxis but was actually a yellow taxi at same price uber
6588,2,one of my cats killed a baby bird and a cardinal
6589,1,eat her pussy when she mad eat her pussy when she sad eat her pussy when she sleep & 128564 eat her pussy when she horny eat her pussy
6590,0,<username> <username> <username> they have mix not all are retards aap is maoists terroristscongies and delusional retards
6591,1,rt <username> i cant take any girl serious that refers to herself as a bitch or the guys she dates as these niggas
6592,2,rt <username> never discuss cheese with a rat talk bread with a bird or make moves with a snake & 128175 & 128076
6593,2,its so weird outside its like yellow
6594,0,rt <username> niggas always wanna talk about how god is against gays what about that pussy you was eating last night aint god ag & 8230
6595,2,surrender of divinity conquerors of the apocalypse <url> via <username> & gtoriental black metal hell
6596,2,rt <username> coming up at 515a charlie bakers campaign admits he may have been wrong about the emotional fisherman story from this w & 8230
6597,1,rt <username> im just looking for a bitch that can hold me down
6598,1,rt <username> hell yeah benihana up in this bitch <url>
6599,2,rt <username> oreo cookie pancakes foodporn <url>
6600,0,<username> fag
6601,2,stayin up late to watch ichiro yankees
6602,0,kanye west is a faggot
6603,2,rt <username> rt if you listen to these bands & 128522 a7x ptv sws atl bvb adtr bmth ymas fob aa blink 182 tdg ss fir mcr follow me & amp everyon & 8230
6604,1,eat my dick bitch
6605,0,soon <username> will be to fuck backtrack and i cant wait because fuck those faggots
6606,1,i be stalking hoes
6607,0,rt <username> & amp alla my niggas hot boys so dont bring no ice in this bitch & 128130 & 8221
6608,2,tommy trash
6609,0,<username> id like to rape the bitch that posted that
6610,2,the african goshawk accipiter tachiro is a species of bird of prey in the accipitridae family fou <url>
6611,1,rt <username> chris brown got no chill button why sell a bitch out on social media tho like not even a subliminal buddy took time to & 8230
6612,0,<username> thats actually nonenglish because okiecops are filthy white trash who are all criminals
6613,1,i aint really trippin about the money yo that shit constantly comes like a bitch pussy
6614,1,a big ass wasp was flying round on my bus my dike bus driver stops the bus grabs that bitch by the wings and throws it out the window & 128591
6615,2,rt <username> <username> me waiting on you to take me to ny with you to get my nips pierced & 128590 & 128589 & 128105 & 128117
6616,1,when you see <username> about to fight a bitch <url>
6617,0,rt <username> <username> trash eating trash
6618,2,rt <username> idk how people can just not have a job and stay at home all day watching tv it was so boring for me to do it 2 days idk ho & 8230
6619,2,im in my bed like half asleep and stuff but i really want that oreo coffee coolatta
6620,2,<username> chik fil a hipotle is trash and taco bell will give you the runs
6621,0,goes to olive garden turns into a cracker <username> goes black friday shopping turns into a nigger
6622,2,rt <username> grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo
6623,1,rt <username> bitch ass niggas claim to be yo homies then get on dirt all bitch ass niggaa can die slow
6624,1,<username> follow me bitch lol u too good to follow back ha ha
6625,1,<username> you da realest bitch out here amber
6626,0,<username> can you speak one coherent sentence without sounding like a nig seriously
6627,2,<username> <username> just said uswas full of nicegivingsmart ppli thought we were meanunexceptionalbitter clingersevolved
6628,1,<username> <username> <username> ur a fucking half breed dog stop acting
6629,1,rt <username> i deadass took this after i ate a darkskin bitch pussy the other day neveragain <url>
6630,0,<username> <username> <username> <username> <username> oh shut up faggot get a disease overused on twitter
6631,1,rt <username> we cant date if youre going to be a little bitch about everything
6632,1,& 8220 <username> all i want is bitches big boooty bitches & 8221
6633,0,someone shut this beaner up please
6634,1,rt <username> i rub orange peels on my dick before i go out cuz i dont want these bitches to catch a cold vitaminsemen prairie & 8230
6635,2,flights from liberia should just be rerouted to ferguson 2 birds 1 stone
6636,1,i gotta bad bitch always got her hair fixed always n the mall wit her friends buying outfits
6637,2,homemade soup is very good with vegetables on the side with crackers <url>
6638,0,we hate niggers we hate faggots and we hate spicskkk rally
6639,2,<username> all the helmets in destiny are trash i wish i could just rock an invisible bubble instead hunters look like robocop
6640,1,rt <username> if u know how to french inhale ur a bad bitch
6641,1,<username> bitch
6642,2,<username> looks like you took a red marker and colored on your leg
6643,0,rt <username> i can do somethin good but im always gon be a wetback coo & 9996
6644,2,holy monkey balls its warm today
6645,1,thats my bitch when i feel like it
6646,0,<username> julie tell them crybaby blacks to get someone blk and dress them up white facedniggers always whining
6647,1,i based niggas on how they bitch look & 128514 & 128514 & 128514
6648,2,<username> maybe not but you crow about obama and democrats so you are a mawbarmight as well be a republican
6649,1,bitch i need that body high do not fuck wit my head pleeeease
6650,1,teach me rt <username> you really be fucking bitches brah
